DGS1,DGS5,DGS10,DGS30
-0.030000000000000027,-0.10999999999999988,-0.1100000000000001,-0.10999999999999988
-0.030000000000000027,-0.06999999999999984,-0.06000000000000005,-0.050000000000000044
-0.030000000000000027,-0.06000000000000005,-0.06000000000000005,-0.04999999999999982
-0.030000000000000027,-0.030000000000000027,0.0,0.020000000000000018
-0.030000000000000027,-0.020000000000000018,-0.040000000000000036,-0.06000000000000005
-0.030000000000000027,-0.020000000000000018,-0.010000000000000009,-0.020000000000000018
-0.030000000000000027,-0.08000000000000007,-0.09000000000000008,-0.11999999999999966
-0.030000000000000027,-0.030000000000000027,-0.040000000000000036,-0.029999999999999805
-0.030000000000000027,-0.07000000000000006,-0.06000000000000005,-0.07000000000000006
-0.030000000000000027,-0.04999999999999982,-0.020000000000000018,0.0
-0.030000000000000027,0.0,0.010000000000000231,0.020000000000000018
-0.030000000000000027,-0.029999999999999805,-0.020000000000000018,-0.030000000000000027
-0.030000000000000027,-0.06000000000000005,-0.06000000000000005,-0.06000000000000005
-0.030000000000000027,-0.010000000000000009,-0.009999999999999787,0.0
-0.030000000000000027,-0.10000000000000009,-0.10999999999999988,-0.08000000000000007
-0.030000000000000027,-0.020000000000000018,-0.020000000000000018,-0.009999999999999787
-0.02999999999999997,-0.08000000000000007,-0.1100000000000001,-0.14000000000000012
-0.02999999999999997,0.030000000000000027,0.05999999999999994,0.020000000000000018
-0.029999999999999916,-0.07000000000000006,-0.06999999999999984,-0.05999999999999961
-0.029999999999999916,-0.11999999999999988,-0.11000000000000032,-0.10999999999999988
-0.029999999999999916,-0.06999999999999984,-0.07000000000000028,-0.06000000000000005
-0.029999999999999916,-0.07000000000000006,-0.050000000000000044,-0.03999999999999959
-0.029999999999999916,-0.050000000000000044,-0.050000000000000044,-0.06000000000000005
-0.029999999999999805,-0.020000000000000018,-0.039999999999999813,-0.04999999999999982
-0.029999999999999805,-0.08000000000000007,-0.06999999999999984,-0.040000000000000036
-0.029999999999999805,-0.08000000000000007,-0.06999999999999984,-0.040000000000000036
-0.029999999999999805,-0.09999999999999964,-0.10000000000000009,-0.08000000000000007
-0.029999999999999805,-0.06999999999999984,-0.06999999999999984,-0.040000000000000036
-0.029999999999999805,-0.040000000000000036,-0.020000000000000018,0.0
-0.029999999999999805,-0.06999999999999984,-0.040000000000000036,-0.010000000000000231
-0.029999999999999805,-0.019999999999999574,-0.029999999999999805,-0.04999999999999982
-0.029999999999999805,-0.03000000000000025,-0.020000000000000018,-0.010000000000000231
-0.029999999999999805,-0.040000000000000036,-0.03000000000000025,-0.029999999999999805
-0.020000000000000018,0.0,0.010000000000000009,0.009999999999999787
-0.020000000000000018,0.020000000000000018,0.030000000000000027,0.03000000000000025
-0.020000000000000018,-0.050000000000000044,-0.040000000000000036,-0.040000000000000036
-0.020000000000000018,-0.030000000000000027,-0.030000000000000027,-0.020000000000000018
-0.020000000000000018,-0.010000000000000009,0.010000000000000009,0.040000000000000036
-0.020000000000000018,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
-0.020000000000000018,-0.040000000000000036,-0.030000000000000027,-0.010000000000000231
-0.020000000000000018,-0.06000000000000005,-0.05999999999999983,-0.04999999999999982
-0.020000000000000018,-0.039999999999999813,-0.020000000000000018,-0.009999999999999787
-0.020000000000000018,-0.04999999999999982,-0.050000000000000044,-0.04999999999999982
-0.020000000000000018,0.029999999999999805,0.050000000000000044,0.040000000000000036
-0.020000000000000018,-0.039999999999999813,-0.029999999999999805,-0.010000000000000231
-0.020000000000000018,0.019999999999999796,0.0,-0.009999999999999787
-0.020000000000000018,-0.010000000000000009,-0.020000000000000018,0.0
-0.020000000000000018,-0.029999999999999805,-0.020000000000000018,-0.010000000000000231
-0.020000000000000018,-0.040000000000000036,-0.029999999999999805,-0.029999999999999805
-0.020000000000000018,-0.020000000000000018,-0.009999999999999787,-0.010000000000000231
-0.020000000000000018,-0.030000000000000027,-0.029999999999999805,-0.040000000000000036
-0.020000000000000018,-0.040000000000000036,-0.050000000000000266,-0.040000000000000036
-0.020000000000000018,-0.029999999999999805,-0.03000000000000025,-0.009999999999999787
-0.020000000000000018,-0.04999999999999982,-0.06000000000000005,-0.050000000000000266
-0.020000000000000018,-0.020000000000000018,0.0,0.010000000000000231
-0.020000000000000018,-0.03000000000000025,-0.029999999999999805,-0.03000000000000025
-0.020000000000000018,0.0,0.0,0.0
-0.020000000000000018,-0.040000000000000036,-0.050000000000000266,-0.04999999999999982
-0.020000000000000018,-0.020000000000000018,-0.020000000000000018,-0.010000000000000231
-0.020000000000000018,-0.029999999999999805,-0.03000000000000025,-0.020000000000000018
-0.020000000000000018,0.0,-0.010000000000000231,-0.040000000000000036
-0.020000000000000018,0.0,0.009999999999999787,0.010000000000000231
-0.020000000000000018,-0.06000000000000005,-0.040000000000000036,-0.04999999999999982
-0.020000000000000018,0.009999999999999787,0.0,0.009999999999999787
-0.020000000000000018,0.0,-0.020000000000000018,-0.03000000000000025
-0.020000000000000018,0.020000000000000018,0.010000000000000231,0.020000000000000018
-0.020000000000000018,0.0,0.0,0.0
-0.020000000000000018,-0.020000000000000018,-0.03000000000000025,-0.029999999999999805
-0.020000000000000018,0.020000000000000018,0.040000000000000036,0.03000000000000025
-0.020000000000000018,-0.06999999999999984,-0.06000000000000005,-0.040000000000000036
-0.020000000000000018,-0.04999999999999982,-0.020000000000000018,0.0
-0.020000000000000018,-0.040000000000000036,-0.040000000000000036,-0.029999999999999805
-0.020000000000000018,-0.040000000000000036,-0.03000000000000025,-0.03000000000000025
-0.020000000000000018,-0.029999999999999805,-0.04999999999999982,-0.06999999999999984
-0.020000000000000018,0.0,0.010000000000000009,0.020000000000000018
-0.020000000000000018,-0.020000000000000018,-0.030000000000000027,-0.040000000000000036
-0.020000000000000018,0.0,-0.009999999999999787,-0.050000000000000266
-0.020000000000000018,-0.010000000000000009,0.0,0.0
-0.020000000000000018,-0.030000000000000027,-0.040000000000000036,-0.019999999999999574
-0.020000000000000018,-0.06000000000000005,-0.06000000000000005,-0.04999999999999982
-0.020000000000000018,-0.050000000000000266,-0.04999999999999982,-0.040000000000000036
-0.020000000000000018,-0.020000000000000018,-0.020000000000000018,-0.029999999999999805
-0.020000000000000018,-0.04999999999999982,-0.05999999999999961,-0.050000000000000266
-0.020000000000000018,0.0,0.009999999999999787,0.009999999999999787
-0.020000000000000018,-0.03000000000000025,-0.03000000000000025,-0.020000000000000018
-0.020000000000000018,0.010000000000000009,0.010000000000000231,0.020000000000000018
-0.020000000000000018,0.0,0.009999999999999787,0.010000000000000231
-0.020000000000000018,-0.050000000000000266,-0.04999999999999982,-0.03000000000000025
-0.020000000000000018,-0.04999999999999982,-0.04999999999999982,-0.03000000000000025
-0.020000000000000018,-0.06999999999999984,-0.050000000000000266,-0.06000000000000005
-0.020000000000000018,-0.08000000000000007,-0.07999999999999963,-0.08000000000000007
-0.020000000000000018,-0.010000000000000009,0.0,0.0
-0.020000000000000018,-0.030000000000000027,-0.03000000000000025,-0.020000000000000018
-0.020000000000000018,-0.06000000000000005,-0.07000000000000028,-0.06999999999999984
-0.020000000000000018,-0.010000000000000009,-0.009999999999999787,0.0
-0.020000000000000018,-0.009999999999999787,0.0,0.009999999999999787
-0.020000000000000018,-0.050000000000000044,-0.06000000000000005,-0.08000000000000007
-0.020000000000000018,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
-0.020000000000000018,-0.04999999999999982,-0.040000000000000036,-0.029999999999999805
-0.020000000000000018,-0.04999999999999982,-0.020000000000000018,0.0
-0.020000000000000018,-0.030000000000000027,-0.040000000000000036,-0.040000000000000036
-0.020000000000000018,-0.020000000000000018,-0.009999999999999787,0.0
-0.020000000000000018,-0.07000000000000006,-0.06999999999999984,-0.04999999999999982
-0.020000000000000018,-0.040000000000000036,-0.03000000000000025,-0.009999999999999787
-0.020000000000000018,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
-0.020000000000000018,-0.020000000000000018,-0.009999999999999787,0.0
-0.020000000000000018,0.0,-0.010000000000000231,-0.020000000000000018
-0.020000000000000018,-0.020000000000000018,0.0,0.020000000000000018
-0.020000000000000018,-0.030000000000000027,-0.03000000000000025,-0.040000000000000036
-0.020000000000000018,-0.07000000000000006,-0.08999999999999986,-0.0900000000000003
-0.020000000000000018,-0.010000000000000009,-0.010000000000000009,-0.040000000000000036
-0.020000000000000018,0.0,0.010000000000000009,0.030000000000000027
-0.020000000000000018,0.03,0.030000000000000027,0.030000000000000027
-0.020000000000000018,-0.05999999999999983,-0.06000000000000005,-0.06000000000000005
-0.020000000000000018,-0.04999999999999982,-0.030000000000000027,-0.009999999999999787
-0.020000000000000018,-0.06000000000000005,-0.04999999999999982,-0.050000000000000266
-0.020000000000000018,-0.050000000000000044,-0.050000000000000044,-0.040000000000000036
-0.020000000000000018,0.030000000000000027,0.03000000000000025,0.040000000000000036
-0.020000000000000018,-0.030000000000000027,0.020000000000000018,0.04999999999999982
-0.020000000000000018,-0.040000000000000036,-0.020000000000000018,-0.010000000000000231
-0.020000000000000018,-0.040000000000000036,-0.05999999999999983,-0.06000000000000005
-0.020000000000000018,-0.040000000000000036,-0.040000000000000036,-0.04999999999999982
-0.020000000000000018,-0.08000000000000007,-0.07999999999999985,-0.06000000000000005
-0.020000000000000018,-0.020000000000000018,-0.030000000000000027,-0.040000000000000036
-0.020000000000000004,-0.01999999999999999,-0.029999999999999916,-0.040000000000000036
-0.020000000000000004,-0.10000000000000003,-0.10999999999999999,-0.1299999999999999
-0.01999999999999999,0.0,0.010000000000000009,0.040000000000000036
-0.01999999999999999,0.02999999999999997,0.030000000000000027,0.020000000000000018
-0.01999999999999999,0.020000000000000018,0.010000000000000009,-0.010000000000000009
-0.01999999999999999,0.02999999999999997,0.04999999999999993,0.050000000000000044
-0.01999999999999999,0.009999999999999953,-0.020000000000000018,-0.06000000000000005
-0.019999999999999907,-0.05999999999999983,-0.050000000000000266,-0.020000000000000018
-0.019999999999999907,-0.050000000000000044,-0.030000000000000027,-0.029999999999999805
-0.019999999999999907,-0.06000000000000005,-0.050000000000000266,-0.040000000000000036
-0.019999999999999907,-0.039999999999999813,-0.040000000000000036,-0.04999999999999982
-0.019999999999999907,-0.05999999999999983,-0.06999999999999984,-0.06000000000000005
-0.019999999999999907,-0.029999999999999805,-0.040000000000000036,-0.04999999999999982
-0.019999999999999907,-0.030000000000000027,-0.019999999999999796,-0.009999999999999787
-0.019999999999999907,-0.010000000000000009,0.010000000000000009,0.020000000000000018
-0.019999999999999796,-0.06000000000000005,-0.05999999999999983,-0.06000000000000005
-0.019999999999999796,-0.019999999999999796,-0.020000000000000018,-0.009999999999999787
-0.019999999999999796,-0.07999999999999985,-0.06000000000000005,-0.04999999999999982
-0.019999999999999574,-0.020000000000000018,0.0,0.010000000000000231
-0.010000000000000231,-0.010000000000000231,-0.010000000000000231,0.0
-0.010000000000000231,-0.009999999999999787,-0.020000000000000018,0.0
-0.010000000000000231,-0.020000000000000018,0.0,0.020000000000000018
-0.010000000000000231,-0.040000000000000036,-0.050000000000000266,-0.03000000000000025
-0.010000000000000231,-0.040000000000000036,-0.06999999999999984,-0.10999999999999988
-0.010000000000000231,0.0,0.0,0.0
-0.010000000000000231,-0.040000000000000036,-0.03000000000000025,-0.009999999999999787
-0.010000000000000231,-0.009999999999999787,0.0,0.020000000000000018
-0.010000000000000231,0.03000000000000025,0.020000000000000018,0.020000000000000018
-0.010000000000000231,-0.040000000000000036,-0.020000000000000018,-0.009999999999999787
-0.010000000000000231,-0.020000000000000018,0.0,0.010000000000000231
-0.010000000000000231,-0.010000000000000231,0.010000000000000231,0.029999999999999805
-0.010000000000000231,-0.040000000000000036,-0.04999999999999982,-0.009999999999999787
-0.010000000000000231,-0.010000000000000231,-0.029999999999999805,-0.040000000000000036
-0.010000000000000231,0.009999999999999787,0.0,0.020000000000000018
-0.010000000000000231,-0.050000000000000266,-0.04999999999999982,-0.029999999999999805
-0.010000000000000231,0.020000000000000018,0.009999999999999787,-0.009999999999999787
-0.010000000000000231,-0.040000000000000036,-0.050000000000000266,-0.029999999999999805
-0.010000000000000231,-0.029999999999999805,-0.029999999999999805,-0.020000000000000018
-0.010000000000000231,-0.010000000000000231,-0.009999999999999787,-0.010000000000000231
-0.010000000000000231,-0.029999999999999805,-0.040000000000000036,-0.020000000000000018
-0.010000000000000231,-0.029999999999999805,-0.029999999999999805,-0.029999999999999805
-0.010000000000000231,0.0,0.0,0.0
-0.010000000000000231,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
-0.010000000000000231,0.0,0.0,0.009999999999999787
-0.010000000000000231,-0.06000000000000005,-0.04999999999999982,-0.029999999999999805
-0.010000000000000231,-0.020000000000000018,-0.010000000000000231,-0.010000000000000231
-0.010000000000000231,0.0,0.0,0.0
-0.010000000000000231,0.0,0.010000000000000231,0.009999999999999787
-0.010000000000000231,-0.020000000000000018,-0.029999999999999805,-0.040000000000000036
-0.010000000000000231,-0.06000000000000005,-0.06000000000000005,-0.06000000000000005
-0.010000000000000009,0.0,0.010000000000000009,0.010000000000000231
-0.010000000000000009,-0.050000000000000044,-0.04999999999999982,-0.040000000000000036
-0.010000000000000009,-0.040000000000000036,-0.040000000000000036,-0.029999999999999805
-0.010000000000000009,-0.07,-0.08999999999999997,-0.06000000000000005
-0.010000000000000009,-0.010000000000000009,-0.009999999999999787,-0.009999999999999787
-0.010000000000000009,0.010000000000000009,0.04999999999999993,0.040000000000000036
-0.010000000000000009,-0.030000000000000027,-0.040000000000000036,-0.010000000000000231
-0.010000000000000009,-0.040000000000000036,-0.03999999999999959,-0.029999999999999805
-0.010000000000000009,0.030000000000000027,0.020000000000000018,0.0
-0.010000000000000009,0.030000000000000027,0.029999999999999805,0.03999999999999959
-0.010000000000000009,-0.06000000000000005,-0.08999999999999986,-0.10000000000000009
-0.010000000000000009,-0.030000000000000027,-0.020000000000000018,-0.010000000000000231
-0.010000000000000009,-0.020000000000000018,-0.010000000000000231,0.0
-0.010000000000000009,-0.030000000000000027,-0.040000000000000036,-0.029999999999999805
-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,0.0
-0.010000000000000009,-0.06000000000000005,-0.040000000000000036,-0.029999999999999805
-0.010000000000000009,0.010000000000000009,0.0,-0.009999999999999787
-0.010000000000000009,0.040000000000000036,0.03000000000000025,0.020000000000000018
-0.010000000000000009,-0.010000000000000009,-0.03000000000000025,-0.020000000000000018
-0.010000000000000009,-0.020000000000000018,-0.029999999999999805,-0.03000000000000025
-0.010000000000000009,-0.010000000000000009,-0.009999999999999787,-0.020000000000000018
-0.010000000000000009,-0.040000000000000036,-0.040000000000000036,-0.03000000000000025
-0.010000000000000009,0.030000000000000027,0.029999999999999805,0.03000000000000025
-0.010000000000000009,0.009999999999999787,0.020000000000000018,0.010000000000000231
-0.010000000000000009,0.019999999999999962,0.039999999999999925,0.039999999999999813
-0.010000000000000009,-0.040000000000000036,-0.06000000000000005,-0.06000000000000005
-0.010000000000000009,0.04999999999999982,0.07000000000000006,0.04999999999999982
-0.010000000000000009,-0.06000000000000005,-0.040000000000000036,-0.009999999999999787
-0.010000000000000009,0.020000000000000018,0.020000000000000018,0.0
-0.010000000000000009,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
-0.010000000000000009,-0.010000000000000009,-0.010000000000000231,0.0
-0.010000000000000009,-0.030000000000000027,-0.050000000000000044,-0.06000000000000005
-0.010000000000000009,-0.019999999999999962,0.0,0.020000000000000018
-0.010000000000000009,0.0,0.0,0.020000000000000018
-0.010000000000000009,0.020000000000000018,0.030000000000000027,0.04999999999999982
-0.010000000000000009,-0.020000000000000018,-0.020000000000000018,-0.029999999999999805
-0.010000000000000009,-0.029999999999999805,-0.03000000000000025,-0.03000000000000025
-0.010000000000000009,0.009999999999999981,0.020000000000000018,0.020000000000000018
-0.010000000000000009,0.029999999999999805,0.020000000000000018,0.03000000000000025
-0.010000000000000009,-0.07000000000000006,-0.06999999999999984,-0.06999999999999984
-0.010000000000000009,0.0,-0.009999999999999787,-0.010000000000000231
-0.010000000000000009,-0.020000000000000018,-0.010000000000000009,0.0
-0.010000000000000009,0.020000000000000018,0.0,-0.020000000000000018
-0.010000000000000009,0.0,-0.009999999999999787,-0.020000000000000018
-0.010000000000000009,-0.019999999999999796,-0.020000000000000018,-0.009999999999999787
-0.010000000000000009,-0.07000000000000006,-0.07999999999999985,-0.06000000000000005
-0.010000000000000009,-0.010000000000000009,0.0,-0.020000000000000018
-0.010000000000000009,0.020000000000000018,0.010000000000000009,0.020000000000000018
-0.010000000000000009,-0.06999999999999984,-0.040000000000000036,-0.020000000000000018
-0.010000000000000009,0.010000000000000009,0.029999999999999805,0.040000000000000036
-0.010000000000000009,-0.010000000000000009,-0.030000000000000027,-0.029999999999999805
-0.010000000000000009,-0.010000000000000009,-0.010000000000000231,0.0
-0.010000000000000009,-0.040000000000000036,-0.040000000000000036,-0.03000000000000025
-0.010000000000000009,-0.010000000000000009,-0.010000000000000231,0.0
-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,0.020000000000000018
-0.010000000000000009,-0.010000000000000009,0.0,0.010000000000000231
-0.010000000000000009,-0.07999999999999985,-0.07999999999999985,-0.07000000000000028
-0.010000000000000009,-0.040000000000000036,-0.010000000000000231,0.0
-0.010000000000000009,-0.010000000000000009,-0.009999999999999787,-0.009999999999999787
-0.010000000000000009,-0.04999999999999982,-0.06000000000000005,-0.04999999999999982
-0.010000000000000009,-0.040000000000000036,-0.03000000000000025,-0.019999999999999574
-0.010000000000000009,-0.020000000000000018,-0.010000000000000009,-0.009999999999999787
-0.010000000000000009,0.040000000000000036,0.020000000000000018,0.009999999999999787
-0.010000000000000009,0.010000000000000009,0.020000000000000018,0.03000000000000025
-0.010000000000000009,0.020000000000000018,0.040000000000000036,0.04999999999999982
-0.010000000000000009,-0.04999999999999982,-0.050000000000000266,-0.020000000000000018
-0.010000000000000009,0.06000000000000005,0.050000000000000044,0.050000000000000266
-0.010000000000000009,-0.030000000000000027,-0.040000000000000036,-0.040000000000000036
-0.010000000000000009,-0.02999999999999997,0.0,0.020000000000000018
-0.010000000000000009,0.010000000000000009,0.0,0.0
-0.010000000000000009,-0.030000000000000027,-0.020000000000000018,-0.020000000000000018
-0.010000000000000009,-0.020000000000000018,-0.020000000000000018,-0.10000000000000009
-0.010000000000000009,-0.019999999999999962,0.0,0.019999999999999796
-0.010000000000000009,0.010000000000000009,0.020000000000000018,0.03000000000000025
-0.010000000000000009,0.0,-0.010000000000000009,-0.020000000000000018
-0.010000000000000009,-0.020000000000000018,-0.039999999999999925,-0.07000000000000006
-0.010000000000000009,0.040000000000000036,0.05999999999999961,0.05999999999999961
-0.010000000000000009,0.010000000000000009,0.0,-0.010000000000000231
-0.010000000000000009,0.0,-0.009999999999999787,-0.009999999999999787
-0.010000000000000009,-0.020000000000000018,0.010000000000000231,0.020000000000000018
-0.010000000000000009,-0.040000000000000036,-0.06000000000000005,-0.029999999999999805
-0.010000000000000009,-0.020000000000000018,-0.020000000000000018,0.029999999999999805
-0.010000000000000009,0.020000000000000018,0.06000000000000005,0.07000000000000028
-0.010000000000000009,0.010000000000000009,0.0,0.0
-0.010000000000000009,-0.020000000000000018,0.009999999999999787,0.009999999999999787
-0.010000000000000009,0.0,0.0,-0.029999999999999805
-0.010000000000000009,-0.009999999999999787,-0.010000000000000009,-0.010000000000000231
-0.010000000000000009,-0.020000000000000018,-0.020000000000000018,-0.040000000000000036
-0.010000000000000009,0.010000000000000009,0.040000000000000036,0.04999999999999982
-0.010000000000000009,0.009999999999999787,0.040000000000000036,0.06000000000000005
-0.010000000000000009,0.0,-0.010000000000000009,-0.009999999999999787
-0.010000000000000009,0.039999999999999925,0.05999999999999994,0.07000000000000006
-0.010000000000000009,-0.039999999999999813,-0.020000000000000018,-0.020000000000000018
-0.010000000000000009,0.030000000000000027,0.020000000000000018,0.009999999999999787
-0.010000000000000009,0.0,0.06000000000000005,0.18999999999999995
-0.010000000000000009,0.030000000000000027,0.06000000000000005,0.08000000000000007
-0.010000000000000009,0.030000000000000027,0.010000000000000009,-0.010000000000000231
-0.010000000000000009,0.0,0.030000000000000027,0.029999999999999805
-0.010000000000000009,-0.020000000000000018,-0.030000000000000027,-0.04999999999999982
-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,0.0
-0.010000000000000009,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018
-0.010000000000000009,-0.08000000000000007,-0.06999999999999984,-0.06999999999999984
-0.010000000000000009,-0.030000000000000027,-0.04999999999999982,-0.06999999999999984
-0.010000000000000009,0.040000000000000036,0.04999999999999982,0.04999999999999982
-0.010000000000000009,0.030000000000000027,0.03000000000000025,0.009999999999999787
-0.010000000000000009,-0.020000000000000018,-0.030000000000000027,-0.029999999999999805
-0.010000000000000009,-0.019999999999999796,-0.009999999999999787,-0.009999999999999787
-0.010000000000000009,0.010000000000000009,0.040000000000000036,0.06000000000000005
-0.010000000000000009,-0.010000000000000009,-0.020000000000000018,-0.040000000000000036
-0.010000000000000009,-0.020000000000000018,-0.010000000000000009,-0.009999999999999787
-0.010000000000000009,0.02999999999999997,0.050000000000000044,0.050000000000000044
-0.010000000000000009,-0.020000000000000018,-0.03000000000000025,-0.03000000000000025
-0.010000000000000009,0.0,0.020000000000000018,0.0
